Total Inactive Items: 288

SKU | Name | Status | Created At
PLASTIC-BAG-HIJAU | PLASTIC BAG HIJAU | Obsolete | 2025-12-30T04:18:23.114964+00:00
PLASTIC-BAG-KUNING | PLASTIC BAG KUNING | Obsolete | 2025-12-30T04:18:23.114964+00:00
PLASTIC-BAG-MERAH | PLASTIC BAG MERAH | Obsolete | 2025-12-30T04:18:23.114964+00:00
PLASTIC-BAG-MERAH-BARU | PLASTIC BAG MERAH BARU | Obsolete | 2025-12-30T04:18:23.114964+00:00
PLASTIC-BAG-OREN | PLASTIC BAG OREN | Obsolete | 2025-12-30T04:18:23.114964+00:00
PLASTIC-BAG-PLAIN | PLASTIC BAG PLAIN | Obsolete | 2025-12-30T04:18:23.114964+00:00
POLYTECHS PW 60 | POLYTECHS PW 60 | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-17 | Courier Bag Purple,17X30CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-20 | Courier Bag Purple,20X30CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-25 | Courier Bag Purple,25X35CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-28 | Courier Bag Purple,28X42CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-32 | Courier Bag Purple,32X45CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-38 | Courier Bag Purple,38X52CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-L-P | Courier Bag Purple (With Pocket),L (32cmx49cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-M-P | Courier Bag Purple (With Pocket),M (26cmx37cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-S-P | Courier Bag Purple (With Pocket),S (18cmx30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
PUR-XL-P | Courier Bag Purple (With Pocket),XL (40cmx56cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
R-L-P | Courier Bag Red (With Pocket),L (32cmx49cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
R-M-P | Courier Bag Red (With Pocket),M (26cmx37cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
R-S-P | Courier Bag Red (With Pocket),S (18cmx30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
R-XL-P | Courier Bag Red (With Pocket),XL (40cmx56cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
redpen | Red Pen x1 | Obsolete | 2025-12-30T04:18:23.114964+00:00
refill-black | Pen Refill ( Black ) x1 | Obsolete | 2025-12-30T04:18:23.114964+00:00
refill-blue | Pen Refill ( Blue ) x1 | Obsolete | 2025-12-30T04:18:23.114964+00:00
refill-red | Pen Refill ( Red) x1 | Obsolete | 2025-12-30T04:18:23.114964+00:00
refillblack10 | Pen Refill ( Black ) x10 | Obsolete | 2025-12-30T04:18:23.114964+00:00
refillblue10 | Pen Refill ( Blue ) x10 | Obsolete | 2025-12-30T04:18:23.114964+00:00
refillred10 | Pen Refill ( Red) x10 | Obsolete | 2025-12-30T04:18:23.114964+00:00
RELENE | RELENE | Obsolete | 2025-12-30T04:18:23.114964+00:00
S MERAH | S MERAH | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-BLUE | Courier Bag Tiffany Blue,S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-BOSSKU-GREEN | Courier Bag Green(BOSSKU),S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-BOSSKU-YELLOW | Courier Bag Yellow(BOSSKU),S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-BROWN | Courier Bag Choco Brown,S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-ENVELOPE | S size Envelope (18*23+4cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-PINK | Courier Bag Pink,S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-PUR | Courier Bag Purple,S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-R | Courier Bag Red,S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
S-Y | Courier Bag Yellow,S (18x30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-22KG-BLACK | Stretch Film 2.2kg 200core 23Micron ( Black ) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-22KG-CLEAR | Stretch Film 2.2kg 200Core 23Micron ( Clear ) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-BLACK-SATUKOTAK6ROLL-22 | Stretch Film 2.2kg ( Black ) ( One Carton Six Rolls ) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-CLEAR-SATUKOTAK6ROLL-22 | Stretch Film 2.2kg ( Clear ) ( One Carton Six Rolls ) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-GREY-SATUKOTAK6ROLL-22 | Stretch Film 2.2kg ( Silver/Grey ) ( One Carton Six Rolls ) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-REUSE-BLACK | STRETCH FILM BLACK (Reuse/Raw) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-REUSE-CLEAR | STRETCH FILM CLEAR (Reuse/Raw) | Obsolete | 2025-12-30T04:18:23.114964+00:00
SF-REUSE-GREY | STRETCH FILM GREY (Reuse/Raw) | Obsolete | 2025-12-30T04:18:23.114964+00:00
VISTAMAX | VISTAMAX | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-17 | Courier Bag White,17X30CM (40rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-20 | Courier Bag White,20X30CM (31rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-25 | Courier Bag White,25X35CM (23rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-28 | Courier Bag White,28X42CM (19rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-32 | Courier Bag White,32X45CM (10rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-35 | Courier Bag White,35X45CM (10rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-38 | Courier Bag White,38X52CM (8rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-40 | Courier Bag White,40X55CM (8rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-45 | Courier Bag White,45X55CM (10rolls/ctn) | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-55 | Courier Bag White 55X75cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
W-60 | Courier Bag White,60X80CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-ENVELOPE | XL size Envelope (30*38+4cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-GREEN-BOSSKU | Courier Bag Green XL 40x56cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-OR | Courier Bag Orange XL 40 x 56cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-PINK | Courier Bag Pink XL 40x56cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-PUR | Courier Bag Purple XL 40x56cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-R | Courier Bag Red XL 40 x 56cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
XL-Y | Courier Bag Yellow XL 40 x 56cm | Obsolete | 2025-12-30T04:18:23.114964+00:00
Y-L-P | Courier Bag Yellow (With Pocket),L (32cmx49cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
Y-M-P | Courier Bag Yellow (With Pocket),M (26cmx37cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
Y-S-P | Courier Bag Yellow (With Pocket),S (18cmx30cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
Y-XL-P | Courier Bag Yellow (With Pocket),XL (40cmx56cm) | Obsolete | 2025-12-30T04:18:23.114964+00:00
YEL-17 | Courier Bag Yellow,17X30CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
YEL-20 | Courier Bag Yellow,20X30CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
YEL-25 | Courier Bag Yellow,25X35CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
YEL-28 | Courier Bag Yellow,28X42CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
YEL-32 | Courier Bag Yellow,32X45CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
YEL-38 | Courier Bag Yellow,38X52CM | Obsolete | 2025-12-30T04:18:23.114964+00:00
